# 20240814T2003
sample	sex	population	supergroup	verkko_assembly_accession	datatype	filename	file_accession	project_accession	total_num_grt_0bp	total_length_grt_0bp	cov_xfold_grt_0bp_at_3Gbp	length_N50_grt_0bp	length_auN_grt_0bp	total_num_grt_100kbp	cov_xfold_grt_100kbp_at_3Gbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_1Mbp	matched_name	match_quality	reuse_data
NA19240	female	YRI	AFR	ERZ24811392	hifi	NA19240_20191002_CLEE_m54336U_190829_230546.ccs	ERR4968410	PRJEB41778	1172276	15210091498	5.1	13090	13086	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	NA19240_20191002_CLEE_m64039_190922_223056.ccs	ERR4914985	PRJEB41778	546025	8464613929	2.8	15515	15665	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	NA19240_20191002_CLEE_m64039_190930_063309.ccs	ERR4915887	PRJEB41778	636216	7709662873	2.6	12149	12183	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	all	(summary)	(summary)	16155063	284032326798	94.7	18172	19639	0	0.0	0	0	0	all	(summary)	(summary)
NA19240	female	YRI	AFR	ERZ24811392	hifi	m64119e_230520_160121.hifi_reads	ERR12953029	PRJEB75190	2393298	41294142931	13.8	17791	18316	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	m64119e_230611_140644.hifi_reads	ERR12953033	PRJEB75190	2087909	36190427769	12.1	17869	18336	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	m64119e_230619_151314.hifi_reads	ERR12953015	PRJEB75190	1768020	30308213717	10.1	17654	18178	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	m84046_231007_214225_s2.hifi_reads.bc2078	ERR13491965	PRJEB77558	3814050	92328406822	30.8	24706	25812	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	m84046_231113_224421_s1.hifi_reads.bc2078	ERR13491966	PRJEB77558	130589	2981216520	1.0	23114	24185	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	m84046_231117_203108_s3.hifi_reads.bc2078	ERR13491967	PRJEB77558	295385	6894380404	2.3	23662	24837	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230328_GM19240_UL_eee-prom1-2G-PAK58474_guppy-5.0.11-sup-prom_fastq_pass	ERR13110605	PRJEB75739	460689	24552987653	8.2	138065	186365	75811	5.1	217959	266366	32	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230328_GM19240_UL_eee-prom1-2H-PAK84678_guppy-5.0.11-sup-prom_fastq_pass	ERR13110606	PRJEB75739	240521	12837485604	4.3	124175	158229	41617	2.6	190790	228452	7	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230405_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass	ERR13110607	PRJEB75739	289987	16122247659	5.4	132377	168401	52906	3.3	199289	237146	7	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230405_GM19240_UL_eee-prom1-2G-PAK68964_guppy-5.0.11-sup-prom_fastq_pass	ERR13110608	PRJEB75739	551383	34184939373	11.4	141215	171704	118160	7.5	199852	232625	6	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230406_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass	ERR13110609	PRJEB75739	372053	17500856113	5.8	117120	150710	54839	3.3	188026	224134	4	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230406_GM19240_UL_eee-prom1-2H-PAK98241_guppy-5.0.11-sup-prom_fastq_pass	ERR13110610	PRJEB75739	444257	24462803996	8.2	128966	162939	80410	5.0	195325	230808	4	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230411_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass	ERR13110611	PRJEB75739	121685	5484155815	1.8	137719	178726	17186	1.1	212941	255452	2	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230412_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass	ERR13110612	PRJEB75739	29956	2206966141	0.7	153387	185086	7851	0.5	206660	241672	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230413_GM19240_UL_eee-prom1-2E-PAM01184_guppy-5.0.11-sup-prom_fastq_pass	ERR13110613	PRJEB75739	495160	37486888967	12.5	159493	186847	140587	9.0	204170	235631	5	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	20230414_GM19240_UL_eee-prom1-2C-PAK90224_guppy-5.0.11-sup-prom_fastq_pass	ERR13110614	PRJEB75739	235141	15194315878	5.1	141586	166423	55917	3.4	190180	219379	1	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	ont	all	(summary)	(summary)	3240832	190033647199	63.3	138933	172269	645284	40.9	200063	236360	68	all	(summary)	(summary)
NA19240	female	YRI	AFR	ERZ24811392	strandseq	all	(summary)	PRJEB12849	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19317	male	LWK	AFR	ERZ24811382	hifi	JAX_HiFi_NA19317_m64039_210601_195743	ERR10966395	PRJEB58376	1598809	31592690259	10.5	19995	21175	0	0.0	0	0	0	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	hifi	JAX_HiFi_NA19317_m64039_210607_200243	ERR10966393	PRJEB58376	1262453	27655496888	9.2	22698	23491	0	0.0	0	0	0	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	hifi	JAX_HiFi_NA19317_m64039_210617_232851	ERR10966394	PRJEB58376	1074768	20393857165	6.8	19540	20318	0	0.0	0	0	0	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	hifi	JAX_HiFi_NA19317_m64119_210702_094450	ERR10966397	PRJEB58376	1195688	23630140408	7.9	20486	21168	0	0.0	0	0	0	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	hifi	JAX_HiFi_NA19317_m64119_220501_151001	ERR10966396	PRJEB58376	1125135	17434000188	5.8	15565	16588	0	0.0	0	0	0	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	hifi	JAX_HiFi_NA19317_m64119_220506_185510	ERR10966399	PRJEB58376	2394124	39069385820	13.0	16569	17582	0	0.0	0	0	0	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	hifi	JAX_HiFi_NA19317_m64119_220521_031347	ERR10966398	PRJEB58376	1880804	37101962713	12.4	20357	21843	0	0.0	0	0	0	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	hifi	all	(summary)	(summary)	10531781	196877533441	65.6	19289	20417	0	0.0	0	0	0	all	(summary)	(summary)
NA19317	male	LWK	AFR	ERZ24811382	ont	20210629_210623_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028085	PRJEB58376	1030943	53948831910	18.0	142858	162869	196957	12.0	191866	216035	1	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	ont	20210802_210721_21-lee-006_PCT0053_2-A7-D7_guppy-5.0.11-sup-prom_fastq_pass	ERR11028112	PRJEB58376	1362821	76902485370	25.6	140969	162021	280833	17.0	189970	215424	5	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	ont	20220208_220126_21-lee-006_PC24B149_1G_guppy-5.0.11-sup-prom_fastq_pass	ERR11028133	PRJEB58376	1637242	56148380782	18.7	77051	99245	138508	7.3	159447	180370	0	exact-match	exact-match	yes
NA19317	male	LWK	AFR	ERZ24811382	ont	all	(summary)	(summary)	4031006	186999698062	62.3	120844	143417	616298	36.4	183456	208568	6	all	(summary)	(summary)
NA19317	male	LWK	AFR	ERZ24811382	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19331	male	LWK	AFR	ERZ24811387	hifi	JAX_HiFi_NA19331_m64039_210509_081132	ERR10966418	PRJEB58376	1746708	32391361808	10.8	18581	19825	0	0.0	0	0	0	exact-match	exact-match	yes
NA19331	male	LWK	AFR	ERZ24811387	hifi	JAX_HiFi_NA19331_m64039_210510_142933	ERR10966419	PRJEB58376	1889466	34676106613	11.6	18363	19597	0	0.0	0	0	0	exact-match	exact-match	yes
NA19331	male	LWK	AFR	ERZ24811387	hifi	JAX_HiFi_NA19331_m64119_210503_041604	ERR10966420	PRJEB58376	1890498	34950413939	11.7	18488	19808	0	0.0	0	0	0	exact-match	exact-match	yes
NA19331	male	LWK	AFR	ERZ24811387	hifi	all	(summary)	(summary)	5526672	102017882360	34.0	18474	19742	0	0.0	0	0	0	all	(summary)	(summary)
NA19331	male	LWK	AFR	ERZ24811387	ont	20210608_210526_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028115	PRJEB58376	1053731	72243895390	24.1	160064	181484	266170	17.1	206567	231770	9	exact-match	exact-match	yes
NA19331	male	LWK	AFR	ERZ24811387	ont	20211102_211020_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass	ERR11028119	PRJEB58376	1040590	74875384201	25.0	190613	216936	270493	19.2	234557	264913	17	exact-match	exact-match	yes
NA19331	male	LWK	AFR	ERZ24811387	ont	all	(summary)	(summary)	2094321	147119279591	49.0	174567	199527	536663	36.4	220320	249284	26	all	(summary)	(summary)
NA19331	male	LWK	AFR	ERZ24811387	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19347	male	LWK	AFR	ERZ24811361	hifi	JAX_HiFi_NA19347_m64039_210619_082814	ERR10966440	PRJEB58376	1375817	28596560860	9.5	21988	22590	0	0.0	0	0	0	exact-match	exact-match	yes
NA19347	male	LWK	AFR	ERZ24811361	hifi	JAX_HiFi_NA19347_m64039_210620_163340	ERR10966443	PRJEB58376	1381927	29592858923	9.9	22691	23208	0	0.0	0	0	0	exact-match	exact-match	yes
NA19347	male	LWK	AFR	ERZ24811361	hifi	JAX_HiFi_NA19347_m64119_210611_153956	ERR10966442	PRJEB58376	1870931	33872460120	11.3	19056	20002	0	0.0	0	0	0	exact-match	exact-match	yes
NA19347	male	LWK	AFR	ERZ24811361	hifi	JAX_HiFi_NA19347_m64119_220503_020657	ERR10966441	PRJEB58376	2227408	40685453940	13.6	19287	20180	0	0.0	0	0	0	exact-match	exact-match	yes
NA19347	male	LWK	AFR	ERZ24811361	hifi	JAX_HiFi_NA19347_m64119_220509_164847	ERR10966444	PRJEB58376	2138867	38196013058	12.7	18907	19799	0	0.0	0	0	0	exact-match	exact-match	yes
NA19347	male	LWK	AFR	ERZ24811361	hifi	all	(summary)	(summary)	8994950	170943346901	57.0	20210	20987	0	0.0	0	0	0	all	(summary)	(summary)
NA19347	male	LWK	AFR	ERZ24811361	ont	20210624_210616_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028136	PRJEB58376	1172383	68648902737	22.9	132175	156409	242392	14.5	185913	214290	2	exact-match	exact-match	yes
NA19347	male	LWK	AFR	ERZ24811361	ont	20210819_210810_21-lee-006_PCT0053_2-A1-D1_guppy-5.0.11-sup-prom_fastq_pass	ERR11028101	PRJEB58376	1327713	71387743872	23.8	109825	129862	236056	13.0	167805	191445	0	exact-match	exact-match	yes
NA19347	male	LWK	AFR	ERZ24811361	ont	20220215_220209_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028093	PRJEB58376	1253333	57951781943	19.3	88817	100772	170611	8.4	146192	160986	0	exact-match	exact-match	yes
NA19347	male	LWK	AFR	ERZ24811361	ont	all	(summary)	(summary)	3753429	197988428552	66.0	109073	130552	649059	35.9	167545	193574	2	all	(summary)	(summary)
NA19347	male	LWK	AFR	ERZ24811361	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19384	male	LWK	AFR	ERZ24811377	hifi	JAX_HiFi_NA19384_m64039_211219_103338	ERR10966475	PRJEB58376	2537659	42321178047	14.1	17175	18391	0	0.0	0	0	0	exact-match	exact-match	yes
NA19384	male	LWK	AFR	ERZ24811377	hifi	JAX_HiFi_NA19384_m64119_210614_074737	ERR10966476	PRJEB58376	1962250	35068431252	11.7	18675	19642	0	0.0	0	0	0	exact-match	exact-match	yes
NA19384	male	LWK	AFR	ERZ24811377	hifi	JAX_HiFi_NA19384_m64119_210620_030317	ERR10966477	PRJEB58376	1615723	30957518401	10.3	20418	21154	0	0.0	0	0	0	exact-match	exact-match	yes
NA19384	male	LWK	AFR	ERZ24811377	hifi	JAX_HiFi_NA19384_m64119_210621_120219	ERR10966473	PRJEB58376	1476314	28181252071	9.4	20316	21062	0	0.0	0	0	0	exact-match	exact-match	yes
NA19384	male	LWK	AFR	ERZ24811377	hifi	JAX_HiFi_NA19384_m64119_211223_194521	ERR10966474	PRJEB58376	2325615	37839952219	12.6	16704	17890	0	0.0	0	0	0	exact-match	exact-match	yes
NA19384	male	LWK	AFR	ERZ24811377	hifi	all	(summary)	(summary)	9917561	174368331990	58.1	18398	19456	0	0.0	0	0	0	all	(summary)	(summary)
NA19384	male	LWK	AFR	ERZ24811377	ont	20210816_210803_21-lee-006_GXB02036_002_guppy-5.0.11-sup-prom_fastq_pass	ERR11028106	PRJEB58376	359357	20995445472	7.0	132050	154706	73432	4.4	187436	213245	0	exact-match	exact-match	yes
NA19384	male	LWK	AFR	ERZ24811377	ont	20210816_210804_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028107	PRJEB58376	1031818	70093804955	23.4	139919	162967	253375	15.4	190718	217572	2	exact-match	exact-match	yes
NA19384	male	LWK	AFR	ERZ24811377	ont	20210820_210810_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028104	PRJEB58376	1211485	73159028255	24.4	137542	159826	262428	15.9	189082	215509	2	exact-match	exact-match	yes
NA19384	male	LWK	AFR	ERZ24811377	ont	all	(summary)	(summary)	2602660	164248278682	54.7	137851	160512	589235	35.7	189563	216121	4	all	(summary)	(summary)
NA19384	male	LWK	AFR	ERZ24811377	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19434	female	LWK	AFR	ERZ24811379	hifi	EDEVI_20210820_S64049_PL100192554-1_B01.ccs	SRR19504262	PRJNA698480	2242179	32020194686	10.7	14226	14699	0	0.0	0	0	0	PL100192554-1_S64049_20210820_B01_run	manual-fix	yes
NA19434	female	LWK	AFR	ERZ24811379	hifi	EDEVI_20211130_S64049_PL100216561-1_C01.ccs	SRR19504265	PRJNA698480	608196	14837536846	4.9	24216	24894	0	0.0	0	0	0	PL100216561-1_S64049_20211130_C01_run	manual-fix	yes
NA19434	female	LWK	AFR	ERZ24811379	hifi	EDEVI_20211130_S64049_PL100216561-1_D01.ccs	SRR19504265	PRJNA698480	678006	16554075934	5.5	24232	24914	0	0.0	0	0	0	PL100216561-1_S64049_20211130_C01_run	manual-fix	yes
NA19434	female	LWK	AFR	ERZ24811379	hifi	EDEVI_20220125_S64049_PL100216561-3_A01.ccs	SRR19504263	PRJNA698480	567690	11249366699	3.7	19795	20109	0	0.0	0	0	0	PL100216561-3_S64049_20220125_A01_run	manual-fix	yes
NA19434	female	LWK	AFR	ERZ24811379	hifi	EDEVI_20220125_S64049_PL100216561-3_B01.ccs	SRR19504263	PRJNA698480	570735	11305579418	3.8	19785	20101	0	0.0	0	0	0	PL100216561-3_S64049_20220125_A01_run	manual-fix	yes
NA19434	female	LWK	AFR	ERZ24811379	hifi	all	(summary)	(summary)	4666806	85966753583	28.7	19801	19844	0	0.0	0	0	0	all	(summary)	(summary)
NA19434	female	LWK	AFR	ERZ24811379	ont	20211001_210922_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR12954401	PRJEB75216	1593617	96493823174	32.2	183046	210382	334678	23.8	235196	265802	21	exact-match	exact-match	yes
NA19434	female	LWK	AFR	ERZ24811379	ont	20211008_210929_21-lee-006_PCT0053_2-A11-D11_guppy-5.0.11-sup-prom_fastq_pass	ERR12954372	PRJEB75216	864761	49039168207	16.3	182943	209408	171507	12.1	234065	263643	9	exact-match	exact-match	yes
NA19434	female	LWK	AFR	ERZ24811379	ont	all	(summary)	(summary)	2458378	145532991381	48.5	183006	210054	506185	35.9	234782	265073	30	all	(summary)	(summary)
NA19434	female	LWK	AFR	ERZ24811379	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19650	male	MXL	AMR	ERZ24811742	hifi	JAX_HiFi_NA19650_m64039_220108_102842	ERR11586158	PRJEB58376	2560232	40099465046	13.4	16036	16795	0	0.0	0	0	0	exact-match	exact-match	yes
NA19650	male	MXL	AMR	ERZ24811742	hifi	JAX_HiFi_NA19650_m64119_211228_031859	ERR11586159	PRJEB58376	2523265	40285521744	13.4	16419	17147	0	0.0	0	0	0	exact-match	exact-match	yes
NA19650	male	MXL	AMR	ERZ24811742	hifi	JAX_HiFi_NA19650_m64119_220109_051040	ERR11586160	PRJEB58376	2549229	40365476610	13.5	16283	16995	0	0.0	0	0	0	exact-match	exact-match	yes
NA19650	male	MXL	AMR	ERZ24811742	hifi	all	(summary)	(summary)	7632726	120750463400	40.3	16245	16979	0	0.0	0	0	0	all	(summary)	(summary)
NA19650	male	MXL	AMR	ERZ24811742	ont	20220215_220209_21-lee-006_PC24B149_2G_guppy-5.0.11-sup-prom_fastq_pass	ERR11028124	PRJEB58376	829943	53165211771	17.7	145483	168379	189294	11.8	198865	224465	5	exact-match	exact-match	yes
NA19650	male	MXL	AMR	ERZ24811742	ont	20220220_220216_21-lee-006_PC24B149_1E_guppy-5.0.11-sup-prom_fastq_pass	ERR11028141	PRJEB58376	385372	24538993925	8.2	165425	196750	83100	5.7	224782	258600	9	exact-match	exact-match	yes
NA19650	male	MXL	AMR	ERZ24811742	ont	20220223_220218_21-lee-006_PC24B149_1E_guppy-5.0.11-sup-prom_fastq_pass	ERR11028097	PRJEB58376	695247	31299729695	10.4	97859	136895	84244	5.1	189843	226893	10	exact-match	exact-match	yes
NA19650	male	MXL	AMR	ERZ24811742	ont	20230530_230523_23-lee-007_PCA100115_3D-run10_guppy-5.0.11-sup-prom_fastq_pass	ERR12954411	PRJEB75216	1883209	69850177798	23.3	103195	123533	220132	12.0	164872	189372	1	exact-match	exact-match	yes
NA19650	male	MXL	AMR	ERZ24811742	ont	all	(summary)	(summary)	3793771	178854113189	59.6	120352	149248	576770	34.7	187286	218298	25	all	(summary)	(summary)
NA19650	male	MXL	AMR	ERZ24811742	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19705	male	ASW	AFR	ERZ24811743	hifi	JAX_HiFi_NA19705_m64039_220109_212617	ERR10966410	PRJEB58376	2250458	36703638862	12.2	16616	17715	0	0.0	0	0	0	exact-match	exact-match	yes
NA19705	male	ASW	AFR	ERZ24811743	hifi	JAX_HiFi_NA19705_m64119_211225_064020	ERR10966411	PRJEB58376	2538876	42160497010	14.1	16956	18029	0	0.0	0	0	0	exact-match	exact-match	yes
NA19705	male	ASW	AFR	ERZ24811743	hifi	JAX_HiFi_NA19705_m64119_220106_071815	ERR10966412	PRJEB58376	2463621	40491153180	13.5	16760	17813	0	0.0	0	0	0	exact-match	exact-match	yes
NA19705	male	ASW	AFR	ERZ24811743	hifi	all	(summary)	(summary)	7252955	119355289052	39.8	16784	17859	0	0.0	0	0	0	all	(summary)	(summary)
NA19705	male	ASW	AFR	ERZ24811743	ont	20220315_220308_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028122	PRJEB58376	714349	51897921638	17.3	177031	205486	182175	12.7	229084	260048	14	exact-match	exact-match	yes
NA19705	male	ASW	AFR	ERZ24811743	ont	20220322_220316_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028145	PRJEB58376	734582	49183304334	16.4	150194	174860	174661	11.1	204265	230783	2	exact-match	exact-match	yes
NA19705	male	ASW	AFR	ERZ24811743	ont	20230503_230425_23-lee-007_PCA100115_3D-run3_guppy-5.0.11-sup-prom_fastq_pass	ERR12954425	PRJEB75216	2664115	101512730639	33.8	114082	136458	335272	19.1	174982	199586	0	exact-match	exact-match	yes
NA19705	male	ASW	AFR	ERZ24811743	ont	all	(summary)	(summary)	4113046	202593956611	67.5	135278	163463	692108	42.9	195933	225552	16	all	(summary)	(summary)
NA19705	male	ASW	AFR	ERZ24811743	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19836	female	ASW	AFR	ERZ24811393	hifi	EDEVI_20210902_S64049_PL100193594-1_F01.ccs	SRR19501620	PRJNA698480	1935504	25873358514	8.6	13315	13971	0	0.0	0	0	0	PL100193594-1_S64049_20210902_F01_run	manual-fix	yes
NA19836	female	ASW	AFR	ERZ24811393	hifi	EDEVI_20211001_S64018_PL100179097A-1_C01.ccs	SRR19501623	PRJNA698480	1017858	18244659570	6.1	17761	18108	0	0.0	0	0	0	PL100179097A-1_S64018_20211001_C01_run	manual-fix	yes
NA19836	female	ASW	AFR	ERZ24811393	hifi	EDEVI_20211103_S64018_PL100179097A-2_D01.ccs	SRR19501622	PRJNA698480	1465924	25133484689	8.4	18415	18241	0	0.0	0	0	0	PL100179097A-2_S64018_20211122_B01_run	manual-fix	yes
NA19836	female	ASW	AFR	ERZ24811393	hifi	EDEVI_20211122_S64018_PL100179097A-2_B01.ccs	SRR19501622	PRJNA698480	1838545	31296834771	10.4	18418	18220	0	0.0	0	0	0	PL100179097A-2_S64018_20211122_B01_run	manual-fix	yes
NA19836	female	ASW	AFR	ERZ24811393	hifi	all	(summary)	(summary)	6257831	100548337544	33.5	17441	17112	0	0.0	0	0	0	all	(summary)	(summary)
NA19836	female	ASW	AFR	ERZ24811393	ont	20211001_210922_21-lee-006_PCT0053_2-A7-D7_guppy-5.0.11-sup-prom_fastq_pass	ERR12954434	PRJEB75216	1464775	55854672641	18.6	148191	182312	179732	12.1	218861	253421	16	exact-match	exact-match	yes
NA19836	female	ASW	AFR	ERZ24811393	ont	20211102_211020_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR12954417	PRJEB75216	1651956	79759208842	26.6	183968	215673	272519	19.6	238568	273583	39	exact-match	exact-match	yes
NA19836	female	ASW	AFR	ERZ24811393	ont	all	(summary)	(summary)	3116731	135613881483	45.2	169102	201933	452251	31.7	230756	265887	55	all	(summary)	(summary)
NA19836	female	ASW	AFR	ERZ24811393	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19983	female	ASW	AFR	ERZ24811366	hifi	all	(summary)	(summary)	6119722	122773894264	40.9	20366	21193	0	0.0	0	0	0	all	(summary)	(summary)
NA19983	female	ASW	AFR	ERZ24811366	hifi	m54329U_220211_113834.hifi_reads	ERR13491968	PRJEB77558	1925591	38474205113	12.8	20267	21106	0	0.0	0	0	0	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	hifi	m54329U_220219_025145.hifi_reads	ERR13491969	PRJEB77558	2137110	42581285149	14.2	20196	21041	0	0.0	0	0	0	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	hifi	m64076_220217_122931.hifi_reads	ERR13491970	PRJEB77558	2057021	41718404002	13.9	20636	21429	0	0.0	0	0	0	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230131_NA19983_UL_eee-prom1-2G-PAG79639_guppy-5.0.11-sup-prom_fastq_pass	ERR13491971	PRJEB77558	272207	24025346945	8.0	167899	190992	91483	6.0	208925	236067	2	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230131_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass	ERR13491972	PRJEB77558	164364	13497976621	4.5	164343	193721	48807	3.2	213555	246398	4	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230201_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass	ERR13491973	PRJEB77558	132578	12516831198	4.2	170529	195920	47446	3.1	212512	241145	1	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230202_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass	ERR13491974	PRJEB77558	94001	6865933733	2.3	138952	164061	24890	1.5	190311	218410	0	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230207_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass	ERR13491975	PRJEB77558	435795	22125796379	7.4	117966	149199	67701	4.2	194677	224240	3	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230208_NA19983_UL_eee-prom1-2F-PAG84371_guppy-5.0.11-sup-prom_fastq_pass	ERR13491976	PRJEB77558	398111	23820680131	7.9	125667	147580	84431	4.9	179329	203525	1	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230209_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass	ERR13491977	PRJEB77558	107008	5683267587	1.9	101731	119178	18302	1.0	158789	179172	0	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230214_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass	ERR13491978	PRJEB77558	315419	17155999405	5.7	139603	170162	60935	3.8	193013	229281	43	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	20230215_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass	ERR13491979	PRJEB77558	418920	26083361164	8.7	127348	149764	93093	5.4	180449	204932	0	exact-match	exact-match	yes
NA19983	female	ASW	AFR	ERZ24811366	ont	all	(summary)	(summary)	2338403	151775193163	50.6	138739	165388	537088	33.0	193604	222903	54	all	(summary)	(summary)
NA19983	female	ASW	AFR	ERZ24811366	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA20355	female	ASW	AFR	ERZ24811370	hifi	all	(summary)	(summary)	6760179	114840233341	38.3	17444	17525	0	0.0	0	0	0	all	(summary)	(summary)
NA20355	female	ASW	AFR	ERZ24811370	hifi	m54329U_210124_022104.ccs	ERR13491980	PRJEB77558	1831909	29781377053	9.9	16401	16834	0	0.0	0	0	0	m54329U_210124_022104.Q20	fuzzy-match	yes
