chrom	chromStart	chromEnd	name	strand	thickStart	thickEnd	name2	geneName	geneName2
chr6	84416597	84422177	NM_001322339.2	+	84418510	84419514	RWDD2A	NM_001322339.2	RWDD2A
chr6	84416597	84422177	NM_033411.5	+	84417693	84419514	RWDD2A	NM_033411.5	RWDD2A
chr6	84433643	84654257	NM_002395.6	-	84435166	84654160	ME1	NM_002395.6	ME1
chr6	84735748	84748917	NM_001170423.2	+	84746654	84747896	PRSS35	NM_001170423.2	PRSS35
chr6	84735748	84748917	NM_153362.3	+	84746654	84747896	PRSS35	NM_153362.3	PRSS35
chr6	84776119	84926170	NM_001376728.1	-	84779388	84888763	SNAP91	NM_001376728.1	SNAP91
chr6	84776119	84932015	NM_001363677.2	-	84779388	84931171	SNAP91	NM_001363677.2	SNAP91
chr6	84776119	84932015	NM_001376680.1	-	84779388	84931171	SNAP91	NM_001376680.1	SNAP91
chr6	84776119	84932015	NM_001376681.1	-	84779388	84931171	SNAP91	NM_001376681.1	SNAP91
chr6	84776119	84932015	NM_001376682.1	-	84779388	84931171	SNAP91	NM_001376682.1	SNAP91
chr6	84776119	84932015	NM_001376690.1	-	84779388	84931171	SNAP91	NM_001376690.1	SNAP91
chr6	84776119	84932015	NM_001376691.1	-	84779388	84931171	SNAP91	NM_001376691.1	SNAP91
chr6	84776119	84932015	NM_001376692.1	-	84779388	84931171	SNAP91	NM_001376692.1	SNAP91
chr6	84776119	84932015	NM_001376698.1	-	84779388	84931171	SNAP91	NM_001376698.1	SNAP91
chr6	84776119	84932015	NM_001376700.1	-	84779388	84931171	SNAP91	NM_001376700.1	SNAP91
chr6	84776119	84932015	NM_001376706.1	-	84779388	84931171	SNAP91	NM_001376706.1	SNAP91
chr6	84776119	84932015	NM_001376707.1	-	84779388	84931171	SNAP91	NM_001376707.1	SNAP91
chr6	84776119	84932015	NM_001376711.1	-	84779388	84931171	SNAP91	NM_001376711.1	SNAP91
chr6	84776119	84932015	NM_001376714.1	-	84779388	84931171	SNAP91	NM_001376714.1	SNAP91
chr6	84776119	84932015	NM_001376715.1	-	84779388	84895529	SNAP91	NM_001376715.1	SNAP91
chr6	84776119	84932015	NM_001376726.1	-	84779388	84888763	SNAP91	NM_001376726.1	SNAP91
chr6	84776119	84932015	NM_001376735.1	-	84779388	84888763	SNAP91	NM_001376735.1	SNAP91
chr6	84776119	84932344	NM_001242792.2	-	84779388	84931171	SNAP91	NM_001242792.2	SNAP91
chr6	84776119	84932344	NM_001256718.2	-	84779388	84884822	SNAP91	NM_001256718.2	SNAP91
chr6	84776119	84932344	NM_001376677.1	-	84779388	84931171	SNAP91	NM_001376677.1	SNAP91
chr6	84776119	84932344	NM_001376678.1	-	84779388	84931171	SNAP91	NM_001376678.1	SNAP91
chr6	84776119	84932344	NM_001376679.1	-	84779388	84931171	SNAP91	NM_001376679.1	SNAP91
chr6	84776119	84932344	NM_001376684.1	-	84779388	84931171	SNAP91	NM_001376684.1	SNAP91
chr6	84776119	84932344	NM_001376687.1	-	84779388	84931171	SNAP91	NM_001376687.1	SNAP91
chr6	84776119	84932344	NM_001376688.1	-	84779388	84931171	SNAP91	NM_001376688.1	SNAP91
chr6	84776119	84932344	NM_001376689.1	-	84779388	84931171	SNAP91	NM_001376689.1	SNAP91
chr6	84776119	84932344	NM_001376694.1	-	84779388	84931171	SNAP91	NM_001376694.1	SNAP91
chr6	84776119	84932344	NM_001376696.1	-	84779388	84931171	SNAP91	NM_001376696.1	SNAP91
chr6	84776119	84932344	NM_001376697.1	-	84779388	84931171	SNAP91	NM_001376697.1	SNAP91
chr6	84776119	84932344	NM_001376699.1	-	84779388	84931171	SNAP91	NM_001376699.1	SNAP91
chr6	84776119	84932344	NM_001376701.1	-	84779388	84931171	SNAP91	NM_001376701.1	SNAP91
chr6	84776119	84932344	NM_001376704.1	-	84779388	84931171	SNAP91	NM_001376704.1	SNAP91
chr6	84776119	84932344	NM_001376705.1	-	84779388	84931171	SNAP91	NM_001376705.1	SNAP91
chr6	84776119	84932344	NM_001376709.1	-	84779388	84931171	SNAP91	NM_001376709.1	SNAP91
chr6	84776119	84932344	NM_001376710.1	-	84779388	84931171	SNAP91	NM_001376710.1	SNAP91
chr6	84776119	84932344	NM_001376712.1	-	84777505	84931171	SNAP91	NM_001376712.1	SNAP91
chr6	84776119	84932344	NM_001376713.1	-	84779388	84931171	SNAP91	NM_001376713.1	SNAP91
chr6	84776119	84932344	NM_001376716.1	-	84779388	84931171	SNAP91	NM_001376716.1	SNAP91
chr6	84776119	84932344	NM_001376717.1	-	84779388	84931171	SNAP91	NM_001376717.1	SNAP91
chr6	84776119	84932344	NM_001376719.1	-	84779388	84931171	SNAP91	NM_001376719.1	SNAP91
chr6	84776119	84932344	NM_001376721.1	-	84779388	84888763	SNAP91	NM_001376721.1	SNAP91
chr6	84776119	84932344	NM_001376723.1	-	84779388	84888763	SNAP91	NM_001376723.1	SNAP91
chr6	84776119	84932344	NM_001376731.1	-	84779388	84931171	SNAP91	NM_001376731.1	SNAP91
chr6	84776119	84932344	NM_001376733.1	-	84779388	84931171	SNAP91	NM_001376733.1	SNAP91
chr6	84776119	84932344	NM_001376734.1	-	84779388	84931171	SNAP91	NM_001376734.1	SNAP91
chr6	84776119	84932344	NM_001376736.1	-	84779388	84931171	SNAP91	NM_001376736.1	SNAP91
chr6	84776119	84932344	NM_001376737.1	-	84777505	84931171	SNAP91	NM_001376737.1	SNAP91
chr6	84776119	84932344	NM_001376738.1	-	84779388	84931171	SNAP91	NM_001376738.1	SNAP91
chr6	84776119	84932344	NM_001376739.1	-	84779388	84931171	SNAP91	NM_001376739.1	SNAP91
chr6	84776119	84932344	NM_001376740.1	-	84777505	84931171	SNAP91	NM_001376740.1	SNAP91
chr6	84776119	84932636	NM_001242793.2	-	84779388	84931171	SNAP91	NM_001242793.2	SNAP91
chr6	84776119	84932636	NM_001242794.2	-	84779388	84931171	SNAP91	NM_001242794.2	SNAP91
chr6	84776119	84932636	NM_001256717.2	-	84779388	84902045	SNAP91	NM_001256717.2	SNAP91
chr6	84776119	84932636	NM_001376675.1	-	84779388	84931171	SNAP91	NM_001376675.1	SNAP91
chr6	84776119	84932636	NM_001376676.1	-	84779388	84931171	SNAP91	NM_001376676.1	SNAP91
chr6	84776119	84932636	NM_001376683.1	-	84779388	84931171	SNAP91	NM_001376683.1	SNAP91
chr6	84776119	84932636	NM_001376685.1	-	84779388	84931171	SNAP91	NM_001376685.1	SNAP91
chr6	84776119	84932636	NM_001376686.1	-	84779388	84931171	SNAP91	NM_001376686.1	SNAP91
chr6	84776119	84932636	NM_001376693.1	-	84779388	84931171	SNAP91	NM_001376693.1	SNAP91
chr6	84776119	84932636	NM_001376695.1	-	84779388	84931171	SNAP91	NM_001376695.1	SNAP91
chr6	84776119	84932636	NM_001376702.1	-	84779388	84931171	SNAP91	NM_001376702.1	SNAP91
chr6	84776119	84932636	NM_001376703.1	-	84779388	84931171	SNAP91	NM_001376703.1	SNAP91
chr6	84776119	84932636	NM_001376708.1	-	84779388	84931171	SNAP91	NM_001376708.1	SNAP91
chr6	84776119	84932636	NM_001376718.1	-	84779388	84931171	SNAP91	NM_001376718.1	SNAP91
chr6	84776119	84932636	NM_001376720.1	-	84779388	84888763	SNAP91	NM_001376720.1	SNAP91
chr6	84776119	84932636	NM_014841.3	-	84779388	84931171	SNAP91	NM_014841.3	SNAP91
chr6	84818342	84932344	NM_001376741.1	-	84820541	84931171	SNAP91	NM_001376741.1	SNAP91
chr6	84831670	84932344	NM_001376742.1	-	84832720	84931171	SNAP91	NM_001376742.1	SNAP91
chr6	85076511	85080798	NM_001400900.1	+	85076699	85077448	RIPPLY2	NM_001400900.1	RIPPLY2
chr6	85076642	85080798	NM_001009994.3	+	85076699	85080672	RIPPLY2	NM_001009994.3	RIPPLY2
chr6	85076887	85080798	NM_001400899.1	+	85077142	85080672	RIPPLY2	NM_001400899.1	RIPPLY2
chr6	85076887	85190710	NM_001400774.1	+	85087484	85183165	RIPPLY2-CYB5R4	NM_001400774.1	RIPPLY2-CYB5R4
chr6	85082971	85190710	NM_016230.4	+	85083065	85183165	CYB5R4	NM_016230.4	CYB5R4
chr6	85257062	85314177	NM_001346541.2	+	85312417	85312777	MRAP2	NM_001346541.2	MRAP2
chr6	85257062	85314177	NM_001346542.2	+	85278609	85312777	MRAP2	NM_001346542.2	MRAP2
chr6	85257062	85314177	NM_001346543.2	+	85310515	85312777	MRAP2	NM_001346543.2	MRAP2
chr6	85257062	85314177	NM_138409.4	+	85278609	85312777	MRAP2	NM_138409.4	MRAP2
chr6	85257409	85314177	NM_001346544.2	+	85278609	85312777	MRAP2	NM_001346544.2	MRAP2
chr6	85347545	85450937	NM_001286206.2	-	85348365	85439160	CEP162	NM_001286206.2	CEP162
chr6	85347545	85450937	NM_014895.4	-	85348365	85449687	CEP162	NM_014895.4	CEP162
chr6	85949734	85981843	NM_001080508.3	-	85953921	85981426	TBX18	NM_001080508.3	TBX18
chr6	86666881	86712587	NM_001204813.2	+	86666938	86710807	NT5E	NM_001204813.2	NT5E
chr6	86666881	86712587	NM_002526.4	+	86666938	86710807	NT5E	NM_002526.4	NT5E
chr6	86722299	86810666	NM_001297614.3	-	86722770	86810526	SNX14	NM_001297614.3	SNX14
chr6	86722299	86810666	NM_001304479.2	-	86722770	86791170	SNX14	NM_001304479.2	SNX14
chr6	86722299	86810666	NM_001350532.2	-	86722770	86810526	SNX14	NM_001350532.2	SNX14
chr6	86722299	86810666	NM_001350533.2	-	86722770	86810526	SNX14	NM_001350533.2	SNX14
chr6	86722299	86810666	NM_001350534.2	-	86722770	86810526	SNX14	NM_001350534.2	SNX14
chr6	86722299	86810666	NM_001350535.2	-	86722770	86810526	SNX14	NM_001350535.2	SNX14
chr6	86722299	86810666	NM_001350536.2	-	86722770	86810526	SNX14	NM_001350536.2	SNX14
chr6	86722299	86810666	NM_001350537.2	-	86722770	86810526	SNX14	NM_001350537.2	SNX14
chr6	86722299	86810666	NM_001350538.2	-	86722770	86810526	SNX14	NM_001350538.2	SNX14
chr6	86722299	86810666	NM_001350539.2	-	86722770	86791170	SNX14	NM_001350539.2	SNX14
chr6	86722299	86810666	NM_001350540.2	-	86722770	86810526	SNX14	NM_001350540.2	SNX14
chr6	86722299	86810666	NM_001350541.2	-	86722770	86810526	SNX14	NM_001350541.2	SNX14
chr6	86722299	86810666	NM_001350542.2	-	86722770	86791170	SNX14	NM_001350542.2	SNX14
chr6	86722299	86810666	NM_001350543.2	-	86722770	86791170	SNX14	NM_001350543.2	SNX14
chr6	86722299	86810666	NM_001350544.2	-	86722770	86791170	SNX14	NM_001350544.2	SNX14
chr6	86722299	86810666	NM_001350545.2	-	86722770	86788960	SNX14	NM_001350545.2	SNX14
chr6	86722299	86810666	NM_001350546.2	-	86722770	86788960	SNX14	NM_001350546.2	SNX14
chr6	86722299	86810666	NM_001350547.2	-	86722770	86763975	SNX14	NM_001350547.2	SNX14
chr6	86722299	86810666	NM_001350548.2	-	86722770	86760519	SNX14	NM_001350548.2	SNX14
chr6	86722299	86810666	NM_001350549.2	-	86722770	86760519	SNX14	NM_001350549.2	SNX14
chr6	86722299	86810666	NM_001350550.2	-	86722770	86760519	SNX14	NM_001350550.2	SNX14
chr6	86722299	86810666	NM_001350551.2	-	86722770	86760519	SNX14	NM_001350551.2	SNX14
chr6	86722299	86810666	NM_001350552.2	-	86722770	86760519	SNX14	NM_001350552.2	SNX14
chr6	86722299	86810666	NM_001350553.2	-	86722770	86760519	SNX14	NM_001350553.2	SNX14
chr6	86722299	86810666	NM_020468.6	-	86722770	86810526	SNX14	NM_020468.6	SNX14
chr6	86722299	86810666	NM_153816.6	-	86722770	86810526	SNX14	NM_153816.6	SNX14
chr6	86824587	86858289	NM_001159676.1	-	86829685	86858277	SYNCRIP	NM_001159676.1	SYNCRIP
chr6	86824587	86859724	NM_001159673.2	-	86829685	86857139	SYNCRIP	NM_001159673.2	SYNCRIP
chr6	86824587	86859724	NM_001159674.2	-	86829685	86858277	SYNCRIP	NM_001159674.2	SYNCRIP
chr6	86824587	86859724	NM_001159677.2	-	86829685	86858277	SYNCRIP	NM_001159677.2	SYNCRIP
chr6	86824587	86859724	NM_001253771.2	-	86829685	86854134	SYNCRIP	NM_001253771.2	SYNCRIP
chr6	86830778	86858289	NM_001159675.1	-	86831559	86858277	SYNCRIP	NM_001159675.1	SYNCRIP
chr6	86830779	86859724	NM_001410938.1	-	86831559	86857139	SYNCRIP	NM_001410938.1	SYNCRIP
chr6	86830779	86859724	NM_006372.5	-	86831559	86858277	SYNCRIP	NM_006372.5	SYNCRIP
chr6	88146244	88225391	NM_000865.3	+	88224046	88225144	HTR1E	NM_000865.3	HTR1E
chr6	88294251	88303837	NM_000735.4	-	88294509	88296955	CGA	NM_000735.4	CGA
chr6	88294251	88303837	NM_001252383.2	-	88294509	88296955	CGA	NM_001252383.2	CGA
chr6	88364443	88474756	NM_001351444.2	+	88427456	88470612	ZNF292	NM_001351444.2	ZNF292
chr6	88364443	88474756	NM_015021.3	+	88364470	88470612	ZNF292	NM_015021.3	ZNF292
chr6	88491789	88538083	NM_198568.3	-	88493049	88493721	GJB7	NM_198568.3	GJB7
chr6	88531397	88551191	NM_001042493.3	+	88545904	88549138	SMIM8	NM_001042493.3	SMIM8
chr6	88531397	88551191	NM_001287445.2	+	88545904	88550183	SMIM8	NM_001287445.2	SMIM8
chr6	88531397	88551191	NM_020425.6	+	88545904	88549138	SMIM8	NM_020425.6	SMIM8
chr6	88553674	88574324	NM_001010868.3	+	88553961	88574257	C6orf163	NM_001010868.3	C6orf163
chr6	88616817	88673229	NM_001031743.3	+	88618558	88673014	CFAP206	NM_001031743.3	CFAP206
chr6	88681732	88721067	NM_001168398.2	+	88681762	88720253	SLC35A1	NM_001168398.2	SLC35A1
chr6	88681732	88721067	NM_006416.5	+	88681762	88720253	SLC35A1	NM_006416.5	SLC35A1
chr6	88722690	88798283	NM_001318785.2	-	88723166	88754402	RARS2	NM_001318785.2	RARS2
chr6	88722690	88798283	NM_001350505.2	-	88723016	88798253	RARS2	NM_001350505.2	RARS2
chr6	88722690	88798283	NM_001350506.2	-	88723016	88754402	RARS2	NM_001350506.2	RARS2
chr6	88722690	88798283	NM_001350507.2	-	88723166	88754402	RARS2	NM_001350507.2	RARS2
chr6	88722690	88798283	NM_001350508.2	-	88723166	88754402	RARS2	NM_001350508.2	RARS2
chr6	88722690	88798283	NM_001350509.2	-	88723166	88754402	RARS2	NM_001350509.2	RARS2
chr6	88722690	88798283	NM_001350510.2	-	88723166	88754402	RARS2	NM_001350510.2	RARS2
chr6	88722690	88798283	NM_001350511.2	-	88723166	88754402	RARS2	NM_001350511.2	RARS2
chr6	88722690	88798283	NM_020320.5	-	88723166	88798253	RARS2	NM_020320.5	RARS2
chr6	88798430	88875765	NM_001197259.2	+	88815988	88875437	ORC3	NM_001197259.2	ORC3
chr6	88798430	88875765	NM_012381.4	+	88798464	88875437	ORC3	NM_012381.4	ORC3
chr6	88798430	88875765	NM_181837.3	+	88798464	88875437	ORC3	NM_181837.3	ORC3
chr6	88883171	88910565	NM_018064.4	-	88883908	88910016	AKIRIN2	NM_018064.4	AKIRIN2
chr6	89256318	89275314	NM_030960.3	+	89256383	89274811	SPACA1	NM_030960.3	SPACA1
chr6	89348357	89353832	NM_033181.4	-	89352350	89353769	CNR1	NM_033181.4	CNR1
chr6	89348357	89371516	NM_001365874.3	-	89352350	89353769	CNR1	NM_001365874.3	CNR1
chr6	89348357	89374839	NM_001160226.3	-	89352350	89353769	CNR1	NM_001160226.3	CNR1
chr6	89348357	89374839	NM_001160258.3	-	89352350	89353769	CNR1	NM_001160258.3	CNR1
chr6	89348357	89374839	NM_001160259.3	-	89352350	89353769	CNR1	NM_001160259.3	CNR1
chr6	89348357	89374839	NM_001365869.2	-	89352350	89353769	CNR1	NM_001365869.2	CNR1
chr6	89348357	89374839	NM_001365870.2	-	89352350	89353769	CNR1	NM_001365870.2	CNR1
chr6	89348357	89374839	NM_001365872.2	-	89352350	89353769	CNR1	NM_001365872.2	CNR1
chr6	89348357	89374839	NM_016083.6	-	89352350	89353769	CNR1	NM_016083.6	CNR1
chr6	89348357	89375144	NM_001370545.1	-	89352350	89353769	CNR1	NM_001370545.1	CNR1
chr6	89348357	89375841	NM_001370546.1	-	89352350	89353769	CNR1	NM_001370546.1	CNR1
chr6	89348357	89375841	NM_001370547.1	-	89352350	89353769	CNR1	NM_001370547.1	CNR1
chr6	89818327	90172178	NM_001286426.2	-	89821149	90171969	RNGTT	NM_001286426.2	RNGTT
chr6	89818327	90172178	NM_001286428.2	-	89821149	90137673	RNGTT	NM_001286428.2	RNGTT
chr6	89818327	90172178	NM_003800.5	-	89821149	90171969	RNGTT	NM_003800.5	RNGTT
chr6	90289413	90293820	NM_006813.3	+	90289553	90292856	PNRC1	NM_006813.3	PNRC1
chr6	90304617	90326713	NM_001376896.1	-	90307236	90313893	SRSF12	NM_001376896.1	SRSF12
chr6	90304617	90326713	NM_001376897.1	-	90307236	90313893	SRSF12	NM_001376897.1	SRSF12
chr6	90304617	90326713	NM_001376898.1	-	90307236	90313893	SRSF12	NM_001376898.1	SRSF12
chr6	90304617	90326713	NM_080743.5	-	90307236	90326529	SRSF12	NM_080743.5	SRSF12
chr6	90354710	90374228	NM_001010853.3	+	90354800	90370921	PM20D2	NM_001010853.3	PM20D2
chr6	90386176	90426628	NM_002042.5	-	90387442	90426592	GABRR1	NM_002042.5	GABRR1
chr6	90386176	90427046	NM_001256703.1	-	90387442	90426592	GABRR1	NM_001256703.1	GABRR1
chr6	90386176	90427046	NM_001256704.1	-	90387442	90409833	GABRR1	NM_001256704.1	GABRR1
chr6	90386176	90440555	NM_001267582.2	-	90387442	90409833	GABRR1	NM_001267582.2	GABRR1
chr6	90463739	90524560	NM_002043.5	-	90466945	90524426	GABRR2	NM_002043.5	GABRR2
chr6	90535884	90562092	NM_016021.3	-	90538937	90561939	UBE2J1	NM_016021.3	UBE2J1
chr6	90573971	90621638	NM_021244.5	-	90577410	90621358	RRAGD	NM_021244.5	RRAGD
chr6	90642512	90843195	NM_001242809.2	+	90776370	90840374	ANKRD6	NM_001242809.2	ANKRD6
chr6	90642538	90843208	NM_001242813.1	+	90776370	90840374	ANKRD6	NM_001242813.1	ANKRD6
chr6	90642538	90843208	NM_014942.4	+	90776370	90840374	ANKRD6	NM_014942.4	ANKRD6
chr6	90771711	90843208	NM_001242811.1	+	90776370	90840374	ANKRD6	NM_001242811.1	ANKRD6
chr6	90776231	90843208	NM_001242814.1	+	90776370	90840374	ANKRD6	NM_001242814.1	ANKRD6
chr6	90841593	90848122	NM_020466.5	-	90846647	90848091	LYRM2	NM_020466.5	LYRM2
chr6	90851867	91029153	NM_014611.3	-	90853374	91028966	MDN1	NM_014611.3	MDN1
chr6	91039237	91086157	NM_001137667.2	+	91055946	91085530	CASP8AP2	NM_001137667.2	CASP8AP2
chr6	91039237	91086157	NM_001137668.2	+	91055946	91085530	CASP8AP2	NM_001137668.2	CASP8AP2
chr6	91039237	91086157	NM_012115.4	+	91055946	91085530	CASP8AP2	NM_012115.4	CASP8AP2
chr6	91106162	91107814	NM_032602.2	+	91106162	91107794	GJA10	NM_032602.2	GJA10
chr6	91138216	91508429	NM_001170794.2	-	91144092	91220528	BACH2	NM_001170794.2	BACH2
chr6	91138216	91508429	NM_021813.4	-	91144092	91220528	BACH2	NM_021813.4	BACH2
chr6	91725182	91798324	NM_003188.4	-	91728096	91798135	MAP3K7	NM_003188.4	MAP3K7
chr6	91725182	91798324	NM_145331.3	-	91728096	91798135	MAP3K7	NM_145331.3	MAP3K7
chr6	91725182	91798324	NM_145332.3	-	91728244	91798135	MAP3K7	NM_145332.3	MAP3K7
chr6	91725182	91798324	NM_145333.3	-	91728244	91798135	MAP3K7	NM_145333.3	MAP3K7
chr6	94452020	94629162	NM_001376470.1	-	94455426	94623106	EPHA7	NM_001376470.1	EPHA7
chr6	94452020	94631561	NM_001288629.2	-	94455426	94631343	EPHA7	NM_001288629.2	EPHA7
chr6	94452020	94631561	NM_001376465.1	-	94455426	94631343	EPHA7	NM_001376465.1	EPHA7
chr6	94452020	94631561	NM_001376466.1	-	94455426	94631343	EPHA7	NM_001376466.1	EPHA7
chr6	94452020	94631561	NM_004440.4	-	94455426	94631343	EPHA7	NM_004440.4	EPHA7
chr6	94471968	94629384	NM_001376471.1	-	94472760	94623106	EPHA7	NM_001376471.1	EPHA7
chr6	94471968	94631561	NM_001376468.1	-	94472760	94631343	EPHA7	NM_001376468.1	EPHA7
chr6	94474828	94631561	NM_001376467.1	-	94474924	94631343	EPHA7	NM_001376467.1	EPHA7
chr6	94554641	94631561	NM_001376469.1	-	94555812	94631343	EPHA7	NM_001376469.1	EPHA7
chr6	94621656	94631561	NM_001288630.2	-	94622494	94631343	EPHA7	NM_001288630.2	EPHA7
chr6	96748484	96780392	NM_024641.4	+	96757380	96777345	MANEA	NM_024641.4	MANEA
chr6	97186912	97387800	NM_006581.4	+	97375342	97376422	FUT9	NM_006581.4	FUT9
chr6	97693701	97727174	NM_015323.5	+	97693769	97725401	UFL1	NM_015323.5	UFL1
chr6	97734472	97790488	NM_001170807.3	+	97775485	97787636	FHL5	NM_001170807.3	FHL5
chr6	97734472	97790488	NM_020482.6	+	97775485	97787636	FHL5	NM_020482.6	FHL5
chr6	97735023	97790488	NM_001322467.1	+	97775485	97787636	FHL5	NM_001322467.1	FHL5
chr6	97735026	97790488	NM_001322466.2	+	97775485	97787636	FHL5	NM_001322466.2	FHL5
chr6	97965925	98009267	NM_001143957.3	-	97970271	97971531	GPR63	NM_001143957.3	GPR63
chr6	97965925	98009267	NM_030784.4	-	97970271	97971531	GPR63	NM_030784.4	GPR63
chr6	98061114	98069692	NM_014165.4	-	98062903	98069602	NDUFAF4	NM_014165.4	NDUFAF4
chr6	98069883	98288152	NM_001323258.2	+	98138849	98287201	KLHL32	NM_001323258.2	KLHL32
chr6	98096515	98288152	NM_001286252.2	+	98138849	98287977	KLHL32	NM_001286252.2	KLHL32
chr6	98096515	98288152	NM_001323255.2	+	98138849	98287977	KLHL32	NM_001323255.2	KLHL32
chr6	98096515	98288152	NM_001323256.2	+	98138849	98287328	KLHL32	NM_001323256.2	KLHL32
chr6	98096515	98288152	NM_001323259.2	+	98138849	98287201	KLHL32	NM_001323259.2	KLHL32
chr6	98096515	98314177	NM_001286250.2	+	98138849	98312708	KLHL32	NM_001286250.2	KLHL32
chr6	98096515	98314177	NM_001286251.2	+	98138849	98312708	KLHL32	NM_001286251.2	KLHL32
chr6	98096515	98314177	NM_001323252.2	+	98138849	98312708	KLHL32	NM_001323252.2	KLHL32
chr6	98096515	98314177	NM_001323253.2	+	98138849	98312708	KLHL32	NM_001323253.2	KLHL32
chr6	98096515	98314177	NM_001323254.2	+	98138849	98312708	KLHL32	NM_001323254.2	KLHL32
chr6	98096515	98314177	NM_001323257.2	+	98138849	98312708	KLHL32	NM_001323257.2	KLHL32
chr6	98096515	98314177	NM_001323260.2	+	98287233	98312708	KLHL32	NM_001323260.2	KLHL32
chr6	98096515	98314177	NM_052904.4	+	98138849	98312708	KLHL32	NM_052904.4	KLHL32
chr6	98183602	98314177	NM_001286254.3	+	98300865	98312708	KLHL32	NM_001286254.3	KLHL32
chr6	98183602	98314177	NM_001323261.2	+	98287233	98312708	KLHL32	NM_001323261.2	KLHL32
chr6	98183602	98314177	NM_001323262.2	+	98287233	98312708	KLHL32	NM_001323262.2	KLHL32
chr6	98183602	98314177	NM_001323263.2	+	98183656	98312708	KLHL32	NM_001323263.2	KLHL32
chr6	98183602	98314177	NM_001323264.2	+	98183656	98312708	KLHL32	NM_001323264.2	KLHL32
chr6	98315583	98457138	NM_001350599.2	-	98320232	98456400	MMS22L	NM_001350599.2	MMS22L
chr6	98315583	98457138	NM_001350600.2	-	98320232	98437350	MMS22L	NM_001350600.2	MMS22L
chr6	98315583	98457138	NM_198468.4	-	98320232	98456400	MMS22L	NM_198468.4	MMS22L
chr6	100008943	100013827	NM_005604.4	+	100009243	100010575	POU3F2	NM_005604.4	POU3F2
chr6	100042903	100122314	NM_001278716.2	-	100048646	100101355	FBXL4	NM_001278716.2	FBXL4
chr6	100042903	100122314	NM_012160.5	-	100048646	100101355	FBXL4	NM_012160.5	FBXL4
chr6	100445535	100524356	NM_001346532.1	-	100455529	100523576	FAXC	NM_001346532.1	FAXC
chr6	100445535	100524356	NM_001346533.1	-	100455529	100517301	FAXC	NM_001346533.1	FAXC
chr6	100445542	100524040	NM_032511.4	-	100455529	100523735	FAXC	NM_032511.4	FAXC
chr6	100445542	100524422	NM_001346530.2	-	100455529	100517301	FAXC	NM_001346530.2	FAXC
chr6	100445542	100524422	NM_001346531.2	-	100455529	100523576	FAXC	NM_001346531.2	FAXC
chr6	100543768	100568541	NM_017421.4	-	100543968	100568525	COQ3	NM_017421.4	COQ3
chr6	100572402	100599652	NM_001322405.2	-	100574892	100589019	PNISR	NM_001322405.2	PNISR
chr6	100572402	100599652	NM_001322406.2	-	100574892	100589019	PNISR	NM_001322406.2	PNISR
chr6	100572402	100599652	NM_001322408.2	-	100574892	100589019	PNISR	NM_001322408.2	PNISR
chr6	100572402	100599652	NM_001322410.2	-	100574633	100589019	PNISR	NM_001322410.2	PNISR
chr6	100572402	100599652	NM_001322412.2	-	100574633	100589019	PNISR	NM_001322412.2	PNISR
chr6	100572402	100599652	NM_001322413.2	-	100574633	100589019	PNISR	NM_001322413.2	PNISR
chr6	100572402	100599652	NM_001322414.2	-	100574892	100589019	PNISR	NM_001322414.2	PNISR
chr6	100572402	100599652	NM_001322415.2	-	100574892	100589019	PNISR	NM_001322415.2	PNISR
chr6	100572402	100599652	NM_001322416.2	-	100574626	100589019	PNISR	NM_001322416.2	PNISR
chr6	100572402	100599652	NM_015491.3	-	100574892	100589019	PNISR	NM_015491.3	PNISR
chr6	100572402	100599652	NM_032870.4	-	100574892	100589019	PNISR	NM_032870.4	PNISR
chr6	100583698	100599652	NM_001322417.2	-	100585069	100589019	PNISR	NM_001322417.2	PNISR
chr6	100583698	100599652	NM_001322418.2	-	100586666	100589019	PNISR	NM_001322418.2	PNISR
chr6	100583698	100599652	NM_001322419.2	-	100586666	100589019	PNISR	NM_001322419.2	PNISR
chr6	100606671	100689756	NM_001080481.3	-	100610064	100684560	USP45	NM_001080481.3	USP45
chr6	100606671	100689756	NM_001346021.3	-	100610064	100684560	USP45	NM_001346021.3	USP45
chr6	100606671	100689756	NM_001346022.3	-	100610064	100684560	USP45	NM_001346022.3	USP45
